age,sex,job,housing,saving_accounts,checking_account,credit_amount,duration,purpose,risk,credit_per_month,age_risk_band,job_stability,housing_stability,has_saving_account,has_checking_account
48,female,1,own,unknown,moderate,4351,24,furniture/equipment,0,181.29166666666666,mature,0,1,0,1
32,male,2,own,little,unknown,701,12,education,0,58.416666666666664,mature,1,1,1,0
27,female,1,own,little,little,3643,15,furniture/equipment,0,242.86666666666667,mature,0,1,1,1
28,male,3,own,little,moderate,4249,30,car,1,141.63333333333333,mature,1,1,1,1
32,male,2,own,little,little,1938,24,radio/TV,1,80.75,mature,1,1,1,1
34,male,3,free,little,little,2910,24,car,0,121.25,mature,1,0,1,1
28,male,2,own,rich,little,2659,18,furniture/equipment,0,147.72222222222223,mature,1,1,1,1
36,female,2,own,little,unknown,1028,18,car,0,57.111111111111114,mature,1,1,1,0
39,male,1,own,little,little,3398,8,car,0,424.75,mature,0,1,1,1
49,male,2,rent,unknown,unknown,5801,12,furniture/equipment,0,483.4166666666667,mature,1,0,0,0
34,female,2,own,rich,unknown,1525,24,car,0,63.541666666666664,mature,1,1,1,0
31,male,2,own,little,rich,4473,36,radio/TV,0,124.25,mature,1,1,1,1
28,male,2,own,little,moderate,1068,6,radio/TV,0,178.0,mature,1,1,1,1
75,male,3,free,little,little,6615,24,car,0,275.625,senior,1,0,1,1
30,female,2,own,moderate,unknown,1864,18,education,1,103.55555555555556,mature,1,1,1,0
24,female,3,own,moderate,moderate,7408,60,car,1,123.46666666666667,young,1,1,1,1
24,female,1,rent,moderate,unknown,11590,48,car,1,241.45833333333334,young,0,0,1,0
23,male,2,rent,little,little,4110,24,furniture/equipment,1,171.25,young,1,0,1,1
44,male,3,rent,little,little,3384,6,furniture/equipment,1,564.0,mature,1,0,1,1
23,female,1,own,little,moderate,2101,13,radio/TV,0,161.6153846153846,young,0,1,1,1
24,female,2,rent,unknown,little,1275,15,domestic appliances,1,85.0,young,1,0,0,1
28,male,2,own,little,little,4169,24,furniture/equipment,0,173.70833333333334,mature,1,1,1,1
31,male,1,own,little,moderate,1521,10,furniture/equipment,0,152.1,mature,0,1,1,1
24,female,2,free,little,moderate,5743,24,education,0,239.29166666666666,young,1,0,1,1
26,female,1,rent,little,little,3599,21,furniture/equipment,0,171.38095238095238,mature,0,0,1,1
25,male,2,rent,quite rich,moderate,3213,18,radio/TV,0,178.5,mature,1,0,1,1
33,male,3,own,little,moderate,4439,18,business,0,246.61111111111111,mature,1,1,1,1
37,male,1,own,little,rich,3949,10,car,0,394.9,mature,0,1,1,1
43,female,1,own,little,unknown,1459,15,radio/TV,0,97.26666666666667,mature,0,1,1,0
23,male,2,own,little,moderate,882,13,radio/TV,0,67.84615384615384,young,1,1,1,1
23,female,0,rent,quite rich,moderate,3758,24,radio/TV,0,156.58333333333334,young,0,0,1,1
34,male,1,own,moderate,unknown,1743,6,business,0,290.5,mature,0,1,1,0
32,male,2,free,rich,moderate,1136,9,education,1,126.22222222222223,mature,1,0,1,1
23,female,2,rent,little,unknown,1236,9,domestic appliances,0,137.33333333333334,young,1,0,1,0
29,female,2,own,little,moderate,959,9,furniture/equipment,1,106.55555555555556,mature,1,1,1,1
38,male,3,own,unknown,unknown,3229,18,car,0,179.38888888888889,mature,1,1,0,0
28,male,2,rent,little,little,6199,12,radio/TV,1,516.5833333333334,mature,1,0,1,1
46,male,2,free,quite rich,unknown,727,10,education,0,72.7,mature,1,0,1,0
23,male,1,own,little,moderate,1246,24,car,1,51.916666666666664,young,0,1,1,1
49,male,2,own,unknown,unknown,2331,12,radio/TV,0,194.25,mature,1,1,0,0
26,male,3,own,little,unknown,4463,36,radio/TV,1,123.97222222222223,mature,1,1,1,0
28,male,2,own,little,unknown,776,12,radio/TV,0,64.66666666666667,mature,1,1,1,0
23,female,2,rent,little,little,2406,30,furniture/equipment,1,80.2,young,1,0,1,1
61,male,2,free,unknown,moderate,1239,18,education,0,68.83333333333333,senior,1,0,0,1
37,male,3,own,unknown,rich,3399,12,radio/TV,0,283.25,mature,1,1,0,1
36,female,2,own,little,rich,2247,12,car,0,187.25,mature,1,1,1,1
21,male,2,rent,little,unknown,1766,6,furniture/equipment,0,294.3333333333333,young,1,0,1,0
25,male,0,own,little,little,2473,18,furniture/equipment,1,137.38888888888889,mature,0,1,1,1
36,male,2,own,little,unknown,1542,12,business,0,128.5,mature,1,1,1,0
27,male,2,own,little,unknown,3850,18,car,0,213.88888888888889,mature,1,1,1,0
22,female,2,rent,little,little,3650,18,furniture/equipment,0,202.77777777777777,young,1,0,1,1
42,male,2,own,little,little,3446,36,furniture/equipment,1,95.72222222222223,mature,1,1,1,1
40,female,2,rent,little,moderate,3001,18,furniture/equipment,0,166.72222222222223,mature,1,0,1,1
36,male,2,own,unknown,unknown,3079,36,car,0,85.52777777777777,mature,1,1,0,0
33,male,2,own,little,unknown,6070,18,radio/TV,0,337.22222222222223,mature,1,1,1,0
23,female,2,rent,little,unknown,2146,10,furniture/equipment,0,214.6,young,1,0,1,0
63,male,3,free,unknown,unknown,13756,60,car,0,229.26666666666668,senior,1,0,0,0
60,female,3,free,moderate,moderate,14782,60,vacation/others,1,246.36666666666667,mature,1,0,1,1
37,female,2,rent,little,little,7685,48,business,1,160.10416666666666,mature,1,0,1,1
34,male,2,own,little,unknown,2320,18,radio/TV,0,128.88888888888889,mature,1,1,1,0
36,male,2,free,unknown,unknown,846,7,radio/TV,0,120.85714285714286,mature,1,0,0,0
57,male,3,free,little,moderate,14318,36,car,1,397.72222222222223,mature,1,0,1,1
52,female,1,own,moderate,unknown,362,6,car,0,60.333333333333336,mature,0,1,1,0
39,male,2,own,unknown,little,2212,20,furniture/equipment,0,110.6,mature,1,1,0,1
38,female,3,free,little,moderate,12976,18,car,1,720.8888888888889,mature,1,0,1,1
25,female,2,rent,unknown,unknown,1283,22,car,0,58.31818181818182,mature,1,0,0,0
26,male,2,own,little,rich,1330,12,car,0,110.83333333333333,mature,1,1,1,1
26,male,1,own,moderate,unknown,4272,30,business,0,142.4,mature,0,1,1,0
25,female,2,own,little,unknown,2238,18,radio/TV,0,124.33333333333333,mature,1,1,1,0
21,female,2,rent,unknown,unknown,1126,18,radio/TV,0,62.55555555555556,young,1,0,0,0
40,male,3,own,little,moderate,7374,18,furniture/equipment,0,409.6666666666667,mature,1,1,1,1
27,male,2,own,quite rich,moderate,2326,15,business,0,155.06666666666666,mature,1,1,1,1
27,female,2,own,little,unknown,1449,9,business,0,161.0,mature,1,1,1,0
30,male,3,own,little,unknown,1820,18,car,0,101.11111111111111,mature,1,1,1,0
19,female,1,rent,rich,moderate,983,12,furniture/equipment,0,81.91666666666667,young,0,0,1,1
39,male,3,free,little,little,3249,36,car,0,90.25,mature,1,0,1,1
31,female,2,own,little,little,1957,6,radio/TV,0,326.1666666666667,mature,1,1,1,1
31,male,3,own,little,unknown,2406,9,furniture/equipment,0,267.3333333333333,mature,1,1,1,0
32,male,2,rent,moderate,moderate,11760,39,education,0,301.53846153846155,mature,1,0,1,1
55,female,3,free,little,little,2578,12,furniture/equipment,0,214.83333333333334,mature,1,0,1,1
46,male,2,own,little,little,2348,36,furniture/equipment,0,65.22222222222223,mature,1,1,1,1
46,male,2,rent,little,moderate,1223,12,car,1,101.91666666666667,mature,1,0,1,1
43,female,1,own,rich,unknown,1516,24,radio/TV,0,63.166666666666664,mature,0,1,1,0
39,male,2,own,little,unknown,1473,18,radio/TV,0,81.83333333333333,mature,1,1,1,0
28,male,2,own,unknown,moderate,1887,18,business,0,104.83333333333333,mature,1,1,0,1
27,male,2,own,little,unknown,8648,24,business,1,360.3333333333333,mature,1,1,1,0
27,male,1,own,little,unknown,802,14,car,0,57.285714285714285,mature,0,1,1,0
43,male,2,own,unknown,moderate,2899,18,car,0,161.05555555555554,mature,1,1,0,1
22,male,2,own,little,moderate,2039,24,radio/TV,1,84.95833333333333,young,1,1,1,1
43,male,2,own,unknown,unknown,2197,24,car,0,91.54166666666667,mature,1,1,0,0
27,male,2,own,little,little,1053,15,radio/TV,0,70.2,mature,1,1,1,1
26,male,3,own,quite rich,unknown,3235,24,radio/TV,0,134.79166666666666,mature,1,1,1,0
28,male,2,own,quite rich,rich,939,12,car,1,78.25,mature,1,1,1,1
20,female,2,own,little,moderate,1967,24,radio/TV,0,81.95833333333333,young,1,1,1,1
35,male,3,own,little,unknown,7253,33,car,0,219.78787878787878,mature,1,1,1,0
42,male,3,own,little,unknown,2292,12,business,1,191.0,mature,1,1,1,0
40,male,1,rent,quite rich,unknown,1597,10,car,0,159.7,mature,0,0,1,0
35,female,2,own,unknown,little,1381,24,car,1,57.541666666666664,mature,1,1,0,1
35,male,2,own,little,unknown,5842,36,car,0,162.27777777777777,mature,1,1,1,0
33,male,1,own,little,little,2579,12,car,1,214.91666666666666,mature,0,1,1,1
23,female,2,rent,unknown,little,8471,18,education,0,470.6111111111111,young,1,0,0,1
31,female,3,own,quite rich,unknown,2782,21,car,0,132.47619047619048,mature,1,1,1,0
33,female,2,own,unknown,moderate,1042,18,car,1,57.888888888888886,mature,1,1,0,1
20,female,2,rent,rich,unknown,3186,15,car,0,212.4,young,1,0,1,0
30,male,2,own,unknown,moderate,2028,12,car,0,169.0,mature,1,1,0,1
47,male,1,own,little,moderate,958,12,car,0,79.83333333333333,mature,0,1,1,1
34,male,3,own,moderate,unknown,1591,21,furniture/equipment,0,75.76190476190476,mature,1,1,1,0
25,female,2,own,unknown,moderate,2762,12,furniture/equipment,1,230.16666666666666,mature,1,1,0,1
21,male,2,rent,little,moderate,2779,18,car,0,154.38888888888889,young,1,0,1,1
29,male,2,own,little,unknown,2743,28,radio/TV,0,97.96428571428571,mature,1,1,1,0
46,male,2,own,rich,unknown,1149,18,radio/TV,0,63.833333333333336,mature,1,1,1,0
20,male,2,own,little,unknown,1313,9,furniture/equipment,0,145.88888888888889,young,1,1,1,0
55,female,0,free,little,little,1190,18,repairs,1,66.11111111111111,mature,0,0,1,1
74,male,1,own,little,unknown,3448,5,business,0,689.6,senior,0,1,1,0
29,male,3,own,little,moderate,11328,24,vacation/others,1,472.0,mature,1,1,1,1
36,male,3,free,little,little,1872,6,furniture/equipment,0,312.0,mature,1,0,1,1
33,male,2,own,little,unknown,2058,24,repairs,0,85.75,mature,1,1,1,0
25,male,2,own,little,little,2136,9,furniture/equipment,0,237.33333333333334,mature,1,1,1,1
25,male,2,own,unknown,moderate,1484,12,radio/TV,1,123.66666666666667,mature,1,1,0,1
23,male,1,rent,quite rich,unknown,660,6,repairs,0,110.0,young,0,0,1,0
37,female,2,own,rich,unknown,1287,24,car,0,53.625,mature,1,1,1,0
65,male,0,own,little,little,3394,42,repairs,0,80.80952380952381,senior,0,1,1,1
26,female,0,own,little,rich,609,12,business,1,50.75,mature,0,1,1,1
39,male,3,own,little,unknown,1884,12,car,0,157.0,mature,1,1,1,0
30,female,2,own,little,little,1620,12,furniture/equipment,0,135.0,mature,1,1,1,1
29,male,2,own,little,moderate,2629,20,vacation/others,0,131.45,mature,1,1,1,1
41,male,1,own,little,unknown,719,12,education,1,59.916666666666664,mature,0,1,1,0
30,female,3,own,little,moderate,5096,48,furniture/equipment,1,106.16666666666667,mature,1,1,1,1
41,female,1,rent,unknown,unknown,1244,9,education,0,138.22222222222223,mature,0,0,0,0
34,female,2,own,little,little,1842,36,car,1,51.166666666666664,mature,1,1,1,1
35,male,2,own,little,moderate,2576,7,radio/TV,0,368.0,mature,1,1,1,1
55,female,3,own,unknown,rich,1424,12,furniture/equipment,0,118.66666666666667,mature,1,1,0,1
61,male,2,own,rich,moderate,1512,15,repairs,1,100.8,senior,1,1,1,1
30,male,3,own,unknown,unknown,11054,36,car,0,307.05555555555554,mature,1,1,0,0
29,female,2,own,little,unknown,518,6,radio/TV,0,86.33333333333333,mature,1,1,1,0
34,male,2,own,little,unknown,2759,12,furniture/equipment,0,229.91666666666666,mature,1,1,1,0
35,male,3,own,little,unknown,2670,24,car,0,111.25,mature,1,1,1,0
31,male,2,own,little,little,4817,24,car,1,200.70833333333334,mature,1,1,1,1
29,female,3,own,little,unknown,2679,24,car,0,111.625,mature,1,1,1,0
36,male,2,rent,little,little,3905,11,car,0,355.0,mature,1,0,1,1
35,male,2,free,little,little,3386,12,car,1,282.1666666666667,mature,1,0,1,1
27,female,2,own,little,little,343,6,domestic appliances,0,57.166666666666664,mature,1,1,1,1
32,male,2,own,little,unknown,4594,18,radio/TV,0,255.22222222222223,mature,1,1,1,0
37,male,2,own,little,little,3620,36,furniture/equipment,0,100.55555555555556,mature,1,1,1,1
36,male,2,own,little,little,1721,15,car,0,114.73333333333333,mature,1,1,1,1
34,female,3,rent,little,moderate,3017,12,furniture/equipment,0,251.41666666666666,mature,1,0,1,1
38,male,2,own,unknown,moderate,754,12,education,0,62.833333333333336,mature,1,1,0,1
34,male,2,own,little,unknown,1950,18,business,0,108.33333333333333,mature,1,1,1,0
63,male,2,own,little,little,2924,24,car,0,121.83333333333333,senior,1,1,1,1
29,female,1,rent,little,little,1659,24,radio/TV,1,69.125,mature,0,0,1,1
32,male,2,own,unknown,unknown,7238,48,radio/TV,0,150.79166666666666,mature,1,1,0,0
26,female,2,own,little,unknown,2764,33,business,0,83.75757575757575,mature,1,1,1,0
35,male,1,own,little,unknown,4679,24,car,0,194.95833333333334,mature,0,1,1,0
22,male,2,rent,moderate,moderate,3092,24,radio/TV,1,128.83333333333334,young,1,0,1,1
23,female,2,own,little,little,448,6,education,1,74.66666666666667,young,1,1,1,1
28,male,1,own,little,little,654,9,car,1,72.66666666666667,mature,0,1,1,1
36,male,3,own,unknown,unknown,1238,6,education,0,206.33333333333334,mature,1,1,0,0
33,male,2,own,little,moderate,1245,18,radio/TV,1,69.16666666666667,mature,1,1,1,1
26,female,2,rent,little,little,3114,18,furniture/equipment,1,173.0,mature,1,0,1,1
24,male,2,own,quite rich,unknown,2569,39,car,0,65.87179487179488,young,1,1,1,0
25,male,2,own,little,rich,5152,24,radio/TV,0,214.66666666666666,mature,1,1,1,1
39,male,1,own,moderate,moderate,1037,12,business,0,86.41666666666667,mature,0,1,1,1
44,male,2,own,little,little,1478,15,furniture/equipment,0,98.53333333333333,mature,1,1,1,1
23,female,1,own,little,moderate,3573,12,radio/TV,0,297.75,young,0,1,1,1
26,male,2,own,little,moderate,1201,24,car,0,50.041666666666664,mature,1,1,1,1
57,female,2,rent,rich,little,3622,30,furniture/equipment,0,120.73333333333333,mature,1,0,1,1
30,female,2,own,rich,unknown,960,15,furniture/equipment,0,64.0,mature,1,1,1,0
44,male,2,own,quite rich,unknown,1163,12,car,0,96.91666666666667,mature,1,1,1,0
47,male,3,own,little,moderate,1209,6,car,1,201.5,mature,1,1,1,1
52,male,2,own,little,unknown,3077,12,radio/TV,0,256.4166666666667,mature,1,1,1,0
62,female,2,free,little,unknown,3757,24,car,0,156.54166666666666,senior,1,0,1,0
35,male,1,rent,moderate,unknown,1418,10,car,0,141.8,mature,0,0,1,0
26,male,2,rent,little,unknown,3518,6,car,0,586.3333333333334,mature,1,0,1,0
26,male,2,own,little,unknown,1934,12,radio/TV,0,161.16666666666666,mature,1,1,1,0
42,female,3,free,little,moderate,8318,27,business,1,308.0740740740741,mature,1,0,1,1
27,female,2,own,moderate,unknown,1237,6,radio/TV,0,206.16666666666666,mature,1,1,1,0
38,male,2,own,unknown,moderate,368,6,radio/TV,0,61.333333333333336,mature,1,1,0,1
39,male,1,rent,little,little,2122,12,car,0,176.83333333333334,mature,0,0,1,1
20,male,2,own,unknown,little,2996,24,furniture/equipment,1,124.83333333333333,young,1,1,0,1
29,male,3,rent,moderate,moderate,9034,36,furniture/equipment,1,250.94444444444446,mature,1,0,1,1
40,male,2,own,little,unknown,1585,24,furniture/equipment,0,66.04166666666667,mature,1,1,1,0
32,male,1,own,little,moderate,1301,18,radio/TV,0,72.27777777777777,mature,0,1,1,1
28,male,2,own,moderate,rich,1323,6,car,0,220.5,mature,1,1,1,1
27,female,2,own,little,little,3123,24,car,1,130.125,mature,1,1,1,1
42,male,2,free,little,little,5493,36,car,0,152.58333333333334,mature,1,0,1,1
49,male,2,own,moderate,rich,1126,9,radio/TV,0,125.11111111111111,mature,1,1,1,1
38,male,2,own,moderate,moderate,1216,24,radio/TV,1,50.666666666666664,mature,1,1,1,1
24,female,2,rent,little,little,1207,24,car,1,50.291666666666664,young,1,0,1,1
27,male,1,own,unknown,unknown,1309,10,car,1,130.9,mature,0,1,0,0
36,male,2,own,quite rich,rich,2360,15,car,0,157.33333333333334,mature,1,1,1,1
34,male,3,own,moderate,moderate,6850,15,car,1,456.6666666666667,mature,1,1,1,1
28,male,2,own,little,unknown,1413,24,radio/TV,0,58.875,mature,1,1,1,0
45,male,3,own,moderate,unknown,8588,39,car,0,220.2051282051282,mature,1,1,1,0
26,male,2,own,little,little,759,12,car,1,63.25,mature,1,1,1,1
32,male,3,free,little,unknown,4686,36,car,0,130.16666666666666,mature,1,0,1,0
26,male,2,rent,little,rich,2687,15,business,0,179.13333333333333,mature,1,0,1,1
20,male,2,rent,little,moderate,585,12,radio/TV,0,48.75,young,1,0,1,1
54,male,2,own,unknown,unknown,2255,24,car,0,93.95833333333333,mature,1,1,0,0
37,female,2,own,little,little,609,6,car,0,101.5,mature,1,1,1,1
40,male,1,own,little,little,1361,6,car,0,226.83333333333334,mature,0,1,1,1
23,female,2,rent,little,unknown,7127,36,furniture/equipment,1,197.97222222222223,young,1,0,1,0
43,male,2,own,moderate,little,1203,6,car,0,200.5,mature,1,1,1,1
36,male,2,free,unknown,unknown,700,6,radio/TV,0,116.66666666666667,mature,1,0,0,0
44,male,2,free,little,unknown,5507,24,repairs,0,229.45833333333334,mature,1,0,1,0
24,female,2,own,little,little,3190,18,radio/TV,1,177.22222222222223,young,1,1,1,1
53,male,2,free,little,little,7119,48,furniture/equipment,1,148.3125,mature,1,0,1,1
23,female,2,own,moderate,unknown,3488,24,car,0,145.33333333333334,young,1,1,1,0
26,female,1,own,little,moderate,1113,18,radio/TV,0,61.833333333333336,mature,0,1,1,1
30,male,2,own,little,moderate,7966,26,car,0,306.38461538461536,mature,1,1,1,1
31,female,2,own,moderate,unknown,1532,15,education,0,102.13333333333334,mature,1,1,1,0
42,male,1,own,little,unknown,1503,4,radio/TV,0,375.75,mature,0,1,1,0
31,male,2,rent,little,little,2302,36,radio/TV,1,63.94444444444444,mature,1,0,1,1
41,male,1,own,little,little,662,6,car,0,110.33333333333333,mature,0,1,1,1
32,male,2,own,little,moderate,2273,36,education,0,63.138888888888886,mature,1,1,1,1
28,female,2,rent,moderate,moderate,2631,15,car,1,175.4,mature,1,0,1,1
41,male,2,rent,little,unknown,1503,12,car,0,125.25,mature,1,0,1,0
26,male,2,own,moderate,unknown,1311,24,radio/TV,0,54.625,mature,1,1,1,0
25,male,2,own,unknown,unknown,3105,24,radio/TV,0,129.375,mature,1,1,0,0
33,male,2,rent,little,rich,2319,21,education,1,110.42857142857143,mature,1,0,1,1
75,female,3,own,unknown,little,1374,6,car,0,229.0,senior,1,1,0,1
37,female,2,own,little,moderate,3612,18,furniture/equipment,0,200.66666666666666,mature,1,1,1,1
42,male,3,free,little,little,7763,48,car,1,161.72916666666666,mature,1,0,1,1
45,female,1,own,little,rich,3049,18,furniture/equipment,0,169.38888888888889,mature,0,1,1,1
23,male,2,rent,little,moderate,1534,12,radio/TV,1,127.83333333333333,young,1,0,1,1
60,male,2,free,little,unknown,2032,24,car,0,84.66666666666667,mature,1,0,1,0
31,male,2,own,unknown,little,6350,30,furniture/equipment,1,211.66666666666666,mature,1,1,0,1
34,male,1,own,little,rich,2864,18,furniture/equipment,1,159.11111111111111,mature,0,1,1,1
61,male,1,own,little,unknown,1255,12,car,0,104.58333333333333,senior,0,1,1,0
43,male,2,free,little,little,1333,24,car,1,55.541666666666664,mature,1,0,1,1
37,female,2,own,little,unknown,2022,24,car,0,84.25,mature,1,1,1,0
32,male,2,own,little,unknown,1552,24,radio/TV,0,64.66666666666667,mature,1,1,1,0
24,female,1,own,little,little,626,12,radio/TV,1,52.166666666666664,young,0,1,1,1
35,male,2,free,unknown,unknown,8858,48,car,0,184.54166666666666,mature,1,0,0,0
23,female,2,own,unknown,unknown,996,12,repairs,0,83.0,young,1,1,0,0
45,male,1,own,quite rich,unknown,1750,6,radio/TV,0,291.6666666666667,mature,0,1,1,0
34,male,2,own,little,little,6999,48,radio/TV,1,145.8125,mature,1,1,1,1
27,male,2,own,moderate,moderate,1995,12,car,0,166.25,mature,1,1,1,1
67,female,3,own,little,moderate,1199,9,education,0,133.22222222222223,senior,1,1,1,1
22,male,2,own,little,moderate,1331,12,radio/TV,1,110.91666666666667,young,1,1,1,1
28,female,2,own,moderate,moderate,2278,18,car,1,126.55555555555556,mature,1,1,1,1
29,female,2,own,unknown,unknown,5003,21,car,1,238.23809523809524,mature,1,1,0,0
27,male,2,own,little,little,3552,24,furniture/equipment,1,148.0,mature,1,1,1,1
31,male,1,own,little,moderate,1928,18,furniture/equipment,1,107.11111111111111,mature,0,1,1,1
49,male,2,free,unknown,little,2964,24,car,0,123.5,mature,1,0,0,1
24,male,1,rent,little,little,1546,24,radio/TV,1,64.41666666666667,young,0,0,1,1
29,female,2,own,little,rich,683,6,radio/TV,0,113.83333333333333,mature,1,1,1,1
37,male,2,free,unknown,moderate,12389,36,car,1,344.1388888888889,mature,1,0,0,1
37,male,3,own,unknown,moderate,4712,24,business,0,196.33333333333334,mature,1,1,0,1
23,female,2,rent,moderate,moderate,1553,24,radio/TV,0,64.70833333333333,young,1,0,1,1
36,male,2,own,little,little,1372,12,car,1,114.33333333333333,mature,1,1,1,1
34,male,2,own,rich,unknown,2578,24,radio/TV,0,107.41666666666667,mature,1,1,1,0
41,male,2,own,unknown,moderate,3979,48,radio/TV,0,82.89583333333333,mature,1,1,0,1
31,female,2,own,little,little,6758,48,radio/TV,1,140.79166666666666,mature,1,1,1,1
23,female,1,rent,little,little,3234,24,furniture/equipment,1,134.75,young,0,0,1,1
38,male,2,own,little,unknown,5954,30,radio/TV,0,198.46666666666667,mature,1,1,1,0
26,female,3,rent,unknown,unknown,5433,24,car,0,226.375,mature,1,0,0,0
22,female,1,own,little,little,806,15,business,0,53.733333333333334,young,0,1,1,1
27,male,1,own,little,moderate,1082,9,radio/TV,0,120.22222222222223,mature,0,1,1,1
24,female,2,own,little,unknown,2788,15,furniture/equipment,0,185.86666666666667,young,1,1,1,0
27,female,2,own,little,moderate,2930,12,radio/TV,0,244.16666666666666,mature,1,1,1,1
33,female,2,own,unknown,unknown,1927,24,education,0,80.29166666666667,mature,1,1,0,0
27,male,2,own,little,moderate,2820,36,car,1,78.33333333333333,mature,1,1,1,1
27,male,1,own,little,unknown,937,24,education,0,39.041666666666664,mature,0,1,1,0
30,male,2,own,little,moderate,1056,18,car,1,58.666666666666664,mature,1,1,1,1
49,male,1,own,little,moderate,3124,12,car,0,260.3333333333333,mature,0,1,1,1
26,female,2,rent,little,unknown,1388,9,furniture/equipment,0,154.22222222222223,mature,1,0,1,0
33,male,1,rent,little,moderate,2384,36,repairs,1,66.22222222222223,mature,0,0,1,1
52,female,3,free,unknown,unknown,2133,12,car,0,177.75,mature,1,0,0,0
20,female,2,rent,little,little,2039,18,furniture/equipment,1,113.27777777777777,young,1,0,1,1
36,male,2,rent,little,little,2799,9,car,0,311.0,mature,1,0,1,1
21,male,1,own,little,little,1289,12,furniture/equipment,0,107.41666666666667,young,0,1,1,1
47,male,1,own,little,little,1217,18,domestic appliances,1,67.61111111111111,mature,0,1,1,1
60,male,2,own,little,little,2246,12,furniture/equipment,1,187.16666666666666,mature,1,1,1,1
58,female,1,own,little,little,385,12,radio/TV,0,32.083333333333336,mature,0,1,1,1
42,female,2,rent,unknown,moderate,1965,24,car,0,81.875,mature,1,0,0,1
36,female,1,own,rich,unknown,1572,21,business,0,74.85714285714286,mature,0,1,1,0
20,female,1,rent,little,moderate,2718,24,car,1,113.25,young,0,0,1,1
40,male,3,own,unknown,little,1358,24,vacation/others,1,56.583333333333336,mature,1,1,0,1
32,female,1,own,moderate,moderate,931,6,car,1,155.16666666666666,mature,0,1,1,1
23,female,2,rent,little,little,1442,24,car,1,60.083333333333336,young,1,0,1,1
36,male,1,own,little,moderate,4241,24,business,1,176.70833333333334,mature,0,1,1,1
31,male,2,own,little,unknown,2775,18,car,1,154.16666666666666,mature,1,1,1,0
32,male,2,free,little,unknown,3863,24,business,0,160.95833333333334,mature,1,0,1,0
45,female,2,own,little,moderate,2329,7,radio/TV,0,332.7142857142857,mature,1,1,1,1
30,female,2,own,little,moderate,918,9,furniture/equipment,1,102.0,mature,1,1,1,1
34,female,1,free,little,moderate,1837,24,education,1,76.54166666666667,mature,0,0,1,1
28,female,3,own,little,unknown,3349,36,furniture/equipment,1,93.02777777777777,mature,1,1,1,0
23,female,2,own,little,rich,1275,10,furniture/equipment,0,127.5,young,1,1,1,1
22,male,2,own,quite rich,little,2828,24,furniture/equipment,0,117.83333333333333,young,1,1,1,1
74,male,3,own,little,unknown,4526,24,business,0,188.58333333333334,senior,1,1,1,0
50,female,2,free,moderate,moderate,2671,36,radio/TV,1,74.19444444444444,mature,1,0,1,1
33,male,2,own,little,unknown,2051,18,radio/TV,0,113.94444444444444,mature,1,1,1,0
45,male,2,free,unknown,unknown,1300,15,car,0,86.66666666666667,mature,1,0,0,0
22,female,2,own,moderate,little,741,12,domestic appliances,1,61.75,young,1,1,1,1
48,female,1,free,moderate,rich,1240,10,car,1,124.0,mature,0,0,1,1
29,female,2,own,rich,little,3357,21,radio/TV,0,159.85714285714286,mature,1,1,1,1
22,female,2,rent,little,little,3632,24,car,0,151.33333333333334,young,1,0,1,1
22,female,2,own,little,unknown,1808,18,furniture/equipment,1,100.44444444444444,young,1,1,1,0
48,male,3,own,unknown,moderate,12204,48,business,0,254.25,mature,1,1,0,1
27,male,3,free,unknown,moderate,9157,60,radio/TV,0,152.61666666666667,mature,1,0,0,1
37,male,2,rent,little,little,3676,6,car,0,612.6666666666666,mature,1,0,1,1
21,female,2,rent,moderate,moderate,3441,30,furniture/equipment,1,114.7,young,1,0,1,1
49,male,1,own,little,unknown,640,12,car,0,53.333333333333336,mature,0,1,1,0
27,male,2,own,little,moderate,3652,21,business,0,173.9047619047619,mature,1,1,1,1
32,male,2,own,little,unknown,1530,18,car,1,85.0,mature,1,1,1,0
38,male,2,own,unknown,unknown,3914,48,business,1,81.54166666666667,mature,1,1,0,0
22,female,2,rent,little,little,1858,12,furniture/equipment,0,154.83333333333334,young,1,0,1,1
65,male,2,free,little,little,2600,18,radio/TV,1,144.44444444444446,senior,1,0,1,1
35,male,2,own,unknown,unknown,1979,15,radio/TV,0,131.93333333333334,mature,1,1,0,0
41,male,2,own,little,rich,2116,6,furniture/equipment,0,352.6666666666667,mature,1,1,1,1
29,male,2,own,moderate,moderate,1437,9,car,1,159.66666666666666,mature,1,1,1,1
36,male,2,own,quite rich,unknown,4042,42,furniture/equipment,0,96.23809523809524,mature,1,1,1,0
64,male,1,own,unknown,unknown,3832,9,education,0,425.77777777777777,senior,0,1,0,0
28,female,2,own,little,little,3660,24,radio/TV,0,152.5,mature,1,1,1,1
44,male,2,own,little,little,1553,18,furniture/equipment,1,86.27777777777777,mature,1,1,1,1
23,male,2,own,unknown,moderate,1444,15,radio/TV,0,96.26666666666667,young,1,1,0,1
19,female,2,rent,little,unknown,1980,9,furniture/equipment,1,220.0,young,1,0,1,0
25,female,1,own,little,moderate,1355,24,car,1,56.458333333333336,mature,0,1,1,1
47,male,2,own,little,unknown,1393,12,education,0,116.08333333333333,mature,1,1,1,0
28,female,2,own,quite rich,unknown,1376,24,radio/TV,0,57.333333333333336,mature,1,1,1,0
21,male,2,own,little,unknown,15653,60,radio/TV,0,260.8833333333333,young,1,1,1,0
